,title,company,salary,summary,location,link
102,Java Technical Lead - Talent Pipeline,Version 1,,"Experience in software engineering practices like Code Reviews, CI/.
Designing, developing, testing and maintaining cloud-based software applications.",Remote,https://uk.indeed.com/rc/clk?jk=21f23151771739c0&fccid=8ad0ba7074a5e6ea&vjs=3
103,Senior Project Manager,Bell Integration,,"Line management and development of junior staff, per the framework for Line Managers.
Bell Microsystems is a technology services provider; supporting its…",Remote,https://uk.indeed.com/company/Bell-Integration/jobs/Senior-Project-Manager-b203fb38ff169fb5?fccid=ac0465a2ff988cbb&vjs=3
104,Lead .Net Developer,Pulse IT Recruitment Ltd,,"We are looking for lead software developers who can run with a project, support and mentor junior developers but as a hands on ""senior software developer""…",Remote,https://uk.indeed.com/company/Pulse-IT-Recruitment/jobs/Lead-Net-Developer-73e7df2ba1e39986?fccid=8b2b8431055d1848&vjs=3
105,Product Manager II,BlackLine,,"Experience in delivering high quality customer-facing experiences related to enterprise software.
Minimum 5 years enterprise application software involvement…",Remote,https://uk.indeed.com/rc/clk?jk=1f9288df8aa6899b&fccid=e2c3b3361dcb3632&vjs=3
106,Senior Software Engineer - United Kingdom,Impartner Inc,,"Deliver new software features promptly and free of defects.
Provide oversight, guidance, and coaching to peers and junior developers.",Remote,https://uk.indeed.com/rc/clk?jk=bb1abd09975f3d03&fccid=d9ba6dae19733061&vjs=3
107,Junior/Graduate React & React-Native Developer,Intrinsic Group Limited,,"You will need to regularly review your development standards and the quality of what you deliver, and you will need to consider your level of testing before…",Remote,https://uk.indeed.com/company/Intrinsic-Dev/jobs/Junior-Graduate-React-React-Native-Developer-f482e90cb7aa8b62?fccid=7424d7c90c7d3f05&vjs=3
108,Mobile Engineer,Pure Gym,,"Able to guide and support junior developers with basic tasks.
Moderate experience building complex software (ideally in C# or another C based language).",Remote,https://uk.indeed.com/rc/clk?jk=92dad160ef7bed21&fccid=43897c47ca7023c0&vjs=3
109,Project Manager,Capita,,"As a Project Manager, you will successfully deliver customer facing, Capita One application software implementations, training and consultancy projects to…",Remote,https://uk.indeed.com/rc/clk?jk=bde09478a64d9d4f&fccid=1414937a5b52d0ad&vjs=3
110,Senior Software Engineer,Impartner,,"Deliver new software features promptly and free of defects.
Provide oversight, guidance, and coaching to peers and junior developers.",Remote,https://uk.indeed.com/rc/clk?jk=a8a0864305e442fe&fccid=79962020d7e4ada4&vjs=3
111,Test Automation Engineer,Matillion,,"Experience in full software development life cycle from design to deployment using agile methodologies.
Getting involved in recruitment and mentoring junior…",Remote,https://uk.indeed.com/rc/clk?jk=4b447341374abd16&fccid=ca31202b03c579c3&vjs=3
112,MW050 Junior SQL Product Developer (Insurance),Excelerate Recruitment Partners,,"2 years insurance and/or insurance software experience, preferably covering underwriting, claims, accounts and re-insurance.",Remote,https://uk.indeed.com/rc/clk?jk=ef0077ecb754869f&fccid=7a1bbd9c79e6e037&vjs=3
113,Senior Test Automation Engineer,Matillion,,"Completing CV analysis in recruitment and mentoring junior team members in developing their skills.
As a Senior Test Automation Engineer you’ll be spending the…",Remote,https://uk.indeed.com/rc/clk?jk=f4758fee72e68587&fccid=ca31202b03c579c3&vjs=3
114,Solutions Architect,Cloudera,,"Strong experience designing, architecting and implementing software solutions in an enterprise Linux environment, including solid foundation in OS / networking…",Remote,https://uk.indeed.com/rc/clk?jk=90e5d5b308ff176d&fccid=eb507df48b2f81c7&vjs=3
115,Principal UI Programmer (Metaverse),Improbable,,"Expert in UI technologies, processes and software development.
Excellent in identifying issues and proposing solutions that improve software development process…",Remote,https://uk.indeed.com/rc/clk?jk=05e95fd5cecd3b73&fccid=38e699803803146d&vjs=3
116,Senior Java Developer,Synapri,,"Proficient across the full software development lifecycle using Java technologies and tools.
Experience with software engineering best practices: OO, design…",Remote,https://uk.indeed.com/rc/clk?jk=829158be7ef63f05&fccid=447163ca34a4b3d8&vjs=3
117,Senior Engineer,Iress Limited,,"Mentoring and coaching junior members of staff.
Design and development of high quality software components.
Resolving issues, defects and queries raised at any…",Remote,https://uk.indeed.com/rc/clk?jk=565be336666dfe1f&fccid=a71ba7c826202d1b&vjs=3
118,Cloud and Reliability Engineer,Induction Healthcare,,Working closely with other cloud and reliability engineers to continually enhance our cloud offerings and improve how we monitor and operate on the platforms.,Temporarily Remote,https://uk.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DG4ntHtB_rMsnfhgmnSvK2brktLme1L4SiDeJjQ-izrVOLqRJ5-yjEjDkpeVLIPLIB64rhtd0U37TWK449lHpg1fngFQSCCwl9GZdChUHJ9F5CPytaYqy4FICuzuhLGX0-Z9RNLuiRVgjg3-ox2KsLs14MFjTv9axB9D-hZOXZwhnhT0xuXq5m314V77gFgCrtsXcBFGfMmFnBet7fHnukG8ykUsFUx35-1GO3zQqvZpgDc3ZPS-Xm8Cd6c_RVG6BUMvENkyG5FY-xyrkCjzRXMNMKrqa44LcWCBEdIP2fDbsyvAhS3GKpU6q7wEoEjwA-cQWfIVB9aPImnB2rREUVU9BO8np9_ZFdPX3ICJacVxAXjf4Rp9XNHBwBrrGebIX7oyclxO_bIlsCyc-VKSd6yCYX7VP8VmnZR0YWYEOAClR4l16Z6bD_sm5jpzq4UywPZ8lQK7az4KZ2VkCAnv7ZRI7TY2Pz0AluCRa2d5IH7GfijU6ICFHe_hlexhlAlNjZCfxpASIa89i_0RbXv4T4nnEYm577Wx8BVJs2DCaLwbVP7N0TXiavlJ8bbfIc-YxjNImNyS8xBai6nx07kapmYbG6Y1jEnnQBFn5NNqD-sIeGmUq2d6ELlVuNIq2v6JcbU70o9UNscM17W7tFsI0jyt8yZ5iqUd5_qQ6eKFF7M24Ym5qUtp-BdjKdC2dUr5WmdgfS8JPFze0C2XBcooPY3X38_2qpHOYXy88A0dxLIr4J6WADfp_-hActjDATV2pHUkJxszlJxd2WPQVJf2dNC3RHPeLge17L7S6qpPIFb_IFPAJlcWsziqaFC6edOGT-TkTS8I0vnchlBLKmw6CfOoU1mMCtN5BNfN4EuzspUCoKp6XXveEk168jhJ1qF1KXVzjCo4gZC6dyTDXEighwKYMwkzFifCTzfKKtz4TQzoPnlz7hNNIkuHWfOGFLJCJ4mAScbyGykX_JjorFZVxAZOg_2Wp4gUjJpQd7ZRV-yh6MIeVWuOwOgSbtid2zvB05iCVxm5AbBw==&p=13&fvj=0&vjs=3
119,Senior Data Scientist,Adarga,,"Good awareness of software engineering and coding best practices.
The senior data scientist will be working on projects which continually develop and improve…",Remote,https://uk.indeed.com/rc/clk?jk=df29d6d890f7a6cb&fccid=6aa2ae7642499963&vjs=3
120,Senior Dynamics 365 / Power Platform Consultant,Technology Services Group,,Minimum of 3 years’ experience in implementing Microsoft Dynamics CRM/Customer Engagement software in varied circumstances.,Remote,https://uk.indeed.com/rc/clk?jk=845ceba0430a2a78&fccid=42fc60ce2e5207be&vjs=3
121,Senior Full Stack Developer,Antillion,,"Troubleshoot, debug and upgrade software.
Test software to ensure responsiveness and efficiency.
Work with Engineering and Capability Delivery to improve…",Remote,https://uk.indeed.com/rc/clk?jk=361f5065792febf3&fccid=bbb2cee08c0a7652&vjs=3
122,Test Automation Engineer,Matillion,,"Experience in full software development life cycle from design to deployment using agile methodologies.
Getting involved in recruitment and mentoring junior…",Remote,https://uk.indeed.com/rc/clk?jk=4b447341374abd16&fccid=ca31202b03c579c3&vjs=3
123,Senior Software Engineer for Data,Techspert.io,,"Substantial experience in software engineering involving data or in data engineering roles with a significant software engineering component, including:",Remote,https://uk.indeed.com/rc/clk?jk=69d8404c52f0b5cf&fccid=905d07b6a342bd64&vjs=3
124,Senior Software Engineer - United Kingdom,Impartner Inc,,"Deliver new software features promptly and free of defects.
Provide oversight, guidance, and coaching to peers and junior developers.",Remote,https://uk.indeed.com/rc/clk?jk=bb1abd09975f3d03&fccid=d9ba6dae19733061&vjs=3
125,Java Technical Lead - Talent Pipeline,Version 1,,"Experience in software engineering practices like Code Reviews, CI/.
Designing, developing, testing and maintaining cloud-based software applications.",Remote,https://uk.indeed.com/rc/clk?jk=21f23151771739c0&fccid=8ad0ba7074a5e6ea&vjs=3
126,Senior Back End Developer (Java),NECSWS,,"Support and coach junior developers.
Prepare and produce releases of software components.
A Senior Java Engineer is expected to spend most of their time hands…",Remote,https://uk.indeed.com/rc/clk?jk=b0a953f4180e0ab8&fccid=cd106fcc81f9985b&vjs=3
127,Senior Software Engineer,Impartner,,"Deliver new software features promptly and free of defects.
Provide oversight, guidance, and coaching to peers and junior developers.",Remote,https://uk.indeed.com/rc/clk?jk=a8a0864305e442fe&fccid=79962020d7e4ada4&vjs=3
128,Senior Test Engineer,ROQ,,"Able to mentor junior team members.
Support and mentor of junior members of the test engineering team.
As a Senior Test Engineer at ROQ you will work as part of…",Remote,https://uk.indeed.com/rc/clk?jk=c41e95197db6c53c&fccid=b8015d23d1fb167d&vjs=3
129,Java Developer,PeopleNet,,"Mentoring and coaching junior developers.
You have 4+ years of experience as a software engineer.
While working from the comfort of their own homes, our remote…",Remote,https://uk.indeed.com/rc/clk?jk=1ba79e532c053136&fccid=b75610d06f16a4e3&vjs=3
130,3rd Line Support Engineer - 24/7 shift pattern,Davies Group,,"Support junior staff by way of coaching and Knowledge transfer.
Including diagnosing hardware/software faults and solving technical problems within Agreed SLA’s…",Remote,https://uk.indeed.com/rc/clk?jk=7cc36b990895cd09&fccid=f41959d0d3ecd31b&vjs=3
131,Senior R&D Software Engineer – 12893,Skillsearch Limited,,"Performing code reviews and providing mentorship to junior engineers.
Programming experience on either gaming or games adjacent projects.",Remote,https://uk.indeed.com/company/Skillsearch-Limited/jobs/Senior-R-D-Software-Engineer-fcee7d92380655ba?fccid=7a29f275e958f92d&vjs=3
132,Senior Software Developer,ecruit,,"Mentoring, supporting, and encouraging our junior developers.
Senior Software Developer - Software Development Department – Wynyard, TS22 5FG – Full Remote - …",Remote,https://uk.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BucbuAQARDjJaz0ARk1qLsYoAAjXv4NWq-BhBQRDRd_-iQi58oEqXQNQ33ZGB9M9HnA_-bhhO_MGW_ykoMjtwaxe3FDEAbbvAi07HNvdURiVbIjyWNgSCg-Pq3c4DMH5cmTLwhpRFHcXj-6fLuZCA9DFnvH4B5Kr5G-aDWE7BJFkSiYh4KUbnr9-qrXEzSfEhfYxVgMU0s09DpID956yomiy4PMiSTE-1XOgwxAKmXkFopEv1uKuxJvA4Hu8tJmXT0xZZcblOhBuhA52HXA58MwkPu7zIpZh3cgW0f-WRZTRDX-iJufzPPwZFQPj0ku3LXwoeFAJoivNBoDg2TdIkFx5kTYb6AGu-gD-VyKH6n-qecfHt-jfgKeJ1ttwN8eaB0ernDyzr_SP1FN8BF0fW8ei8cZpJetW2euEf8e6ymp41bO1ZF8bVrEpHlCa8gCbDoIIkUDU9QzW6M3-BZy9j4kIDaJ0zQew0=&p=12&fvj=0&vjs=3
133,Data Scientist,Cytora,,"Experience mentoring junior data scientists.
Cytora’s Resolve Team is an interdisciplinary team, and you will be working alongside data engineers, software…",Remote,https://uk.indeed.com/company/Cytora/jobs/Data-Scientist-62f769e7ae8a2411?fccid=adf8773e63259c36&vjs=3
134,Senior Inertial Navigation / Sensor-Fusion Engineer,Focal Point Positioning,,"The role offers significant scope for professional development spanning the research, product and software engineering disciplines and mentorship of junior…",Remote,https://uk.indeed.com/rc/clk?jk=4096da0318e38c67&fccid=284dbd63b8f24854&vjs=3
135,Senior Animation Programmer (Metaverse),Improbable,,"Excellent understanding of common game technologies, processes and software development.
Display a high degree of discipline in following the software…",Remote,https://uk.indeed.com/rc/clk?jk=d09038ba4371f451&fccid=38e699803803146d&vjs=3
136,Senior Developer (UK - Remote),Canopius,,"Providing support and mentorship to junior team members.
Familiarity with Object Orientated programming concepts, SOLID principles and software design patterns.",Remote,https://uk.indeed.com/rc/clk?jk=997a3f23d592deb1&fccid=edb7bc379d43b14a&vjs=3
137,Senior Network Engineer,Xalient Holdings,,"Experience writing deployment guides and training/upskilling more junior resources.
You will report to Xalient Technical Lead and provide Tier 3 level Incident,…",Remote,https://uk.indeed.com/rc/clk?jk=384ca99ee42a8804&fccid=2e195ee7b13f2b10&vjs=3
138,Senior Product Manager,AmerisourceBergen,,"Provide coaching and support to junior product managers.
The Senior Product Manager will lead discovery, customer research, product experience definition and go…",Remote,https://uk.indeed.com/rc/clk?jk=4243c2c4b7a03d64&fccid=a6362e26eb1427c7&vjs=3
139,Sr Solutions Consultant,Cloudera,,"Strong experience implementing software solutions in an enterprise Linux environment.
Engage from Proof of Concept (PoC) stages through to implementation on…",Remote,https://uk.indeed.com/rc/clk?jk=7d4dff80a7194981&fccid=eb507df48b2f81c7&vjs=3
140,Lead Java Developer,Synapri,,"Full software development lifecycle - Design, develop, test, deploy and maintain software using industry best practice in accordance with our software…",Remote,https://uk.indeed.com/rc/clk?jk=d845bb21bf8c84e6&fccid=447163ca34a4b3d8&vjs=3
141,Senior Data Engineer,Trilateral Research,,Demonstrable experience in working on collaborative software projects and knowledge of clean software architecture principles.,Remote,https://uk.indeed.com/rc/clk?jk=d8eed179af509aa9&fccid=a1d0e8d20645f63b&vjs=3
142,Senior Full Stack Developer,Antillion,,"Troubleshoot, debug and upgrade software.
Test software to ensure responsiveness and efficiency.
Work with Engineering and Capability Delivery to improve…",Remote,https://uk.indeed.com/rc/clk?jk=361f5065792febf3&fccid=bbb2cee08c0a7652&vjs=3
143,Senior/Principal GNSS Engineer,Focal Point Positioning,,"The role offers significant scope for professional development spanning the research, product and software engineering disciplines and mentorship of junior…",Remote,https://uk.indeed.com/rc/clk?jk=059620bc09dcfbd9&fccid=284dbd63b8f24854&vjs=3
144,DevOps Consultant,Amido,,"You will be working across the full project lifecycle and on a day-to-day basis, you will be working with the client and your fellow Amido team members to…",Remote,https://uk.indeed.com/rc/clk?jk=8beee9af3d7b822a&fccid=1dd9cfabb691aa01&vjs=3
